"DT_GERACAO";"HH_GERACAO";"ANO_ELEICAO";"CD_TIPO_ELEICAO";"NM_TIPO_ELEICAO";"TP_PRESTACAO_CONTAS";"DT_PRESTACAO_CONTAS";"SQ_PRESTADOR_CONTAS";"SG_UF";"DS_TIPO_DOCUMENTO";"NR_DOCUMENTO";"CD_FONTE_DESPESA";"DS_FONTE_DESPESA";"CD_ORIGEM_DESPESA";"DS_ORIGEM_DESPESA";"CD_NATUREZA_DESPESA";"DS_NATUREZA_DESPESA";"CD_ESPECIE_RECURSO";"DS_ESPECIE_RECURSO";"SQ_DESPESA";"SQ_PARCELAMENTO_DESPESA";"DT_PAGTO_DESPESA";"DS_DESPESA";"VR_PAGTO_DESPESA"
"01/10/2022";"23:15:16";"2020";"2";"Ordinária";"Final";"16/09/2021";"1220406124";"CE";"#NULO#";"#NULO#";"2";"Fundo Especial de Financiamento de Campanha";"20210000";"Encargos financeiros, taxas bancárias e/ou op. cartão de crédito";"1";"Financeiro";"1";"Financeiro";"41052152";"27760837";"11/11/2020";"Encargos financeiros, taxas bancárias e/ou op. cartão de crédito";"1,20"
"01/10/2022";"23:15:16";"2020";"2";"Ordinária";"Final";"16/09/2021";"1220406124";"CE";"#NULO#";"#NULO#";"2";"Fundo Especial de Financiamento de Campanha";"20210000";"Encargos financeiros, taxas bancárias e/ou op. cartão de crédito";"1";"Financeiro";"1";"Financeiro";"41052152";"27760838";"11/11/2020";"Encargos financeiros, taxas bancárias e/ou op. cartão de crédito";"1,20"
"01/10/2022";"23:15:16";"2020";"2";"Ordinária";"Final";"16/09/2021";"1220406124";"CE";"#NULO#";"#NULO#";"2";"Fundo Especial de Financiamento de Campanha";"20210000";"Encargos financeiros, taxas bancárias e/ou op. cartão de crédito";"1";"Financeiro";"1";"Financeiro";"41052152";"27760839";"11/11/2020";"Encargos financeiros, taxas bancárias e/ou op. cartão de crédito";"1,20"
"01/10/2022";"23:15:16";"2020";"2";"Ordinária";"Final";"16/09/2021";"1220406124";"CE";"#NULO#";"#NULO#";"2";"Fundo Especial de Financiamento de Campanha";"20210000";"Encargos financeiros, taxas bancárias e/ou op. cartão de crédito";"1";"Financeiro";"1";"Financeiro";"41052152";"27760840";"11/11/2020";"Encargos financeiros, taxas bancárias e/ou op. cartão de crédito";"1,20"
"01/10/2022";"23:15:16";"2020";"2";"Ordinária";"Final";"16/09/2021";"1220406124";"CE";"#NULO#";"#NULO#";"2";"Fundo Especial de Financiamento de Campanha";"20210000";"Encargos financeiros, taxas bancárias e/ou op. cartão de crédito";"1";"Financeiro";"1";"Financeiro";"41052152";"27760841";"11/11/2020";"Encargos financeiros, taxas bancárias e/ou op. cartão de crédito";"1,20"
"01/10/2022";"23:15:16";"2020";"2";"Ordinária";"Final";"16/09/2021";"1220406124";"CE";"#NULO#";"#NULO#";"2";"Fundo Especial de Financiamento de Campanha";"20210000";"Encargos financeiros, taxas bancárias e/ou op. cartão de crédito";"1";"Financeiro";"1";"Financeiro";"41052152";"27760842";"11/11/2020";"Encargos financeiros, taxas bancárias e/ou op. cartão de crédito";"1,20"
"01/10/2022";"23:15:16";"2020";"2";"Ordinária";"Final";"16/09/2021";"1220406124";"CE";"#NULO#";"#NULO#";"2";"Fundo Especial de Financiamento de Campanha";"20210000";"Encargos financeiros, taxas bancárias e/ou op. cartão de crédito";"1";"Financeiro";"1";"Financeiro";"41052152";"27760843";"11/11/2020";"Encargos financeiros, taxas bancárias e/ou op. cartão de crédito";"1,20"
"01/10/2022";"23:15:16";"2020";"2";"Ordinária";"Final";"16/09/2021";"1220406124";"CE";"#NULO#";"550962000039727";"2";"Fundo Especial de Financiamento de Campanha";"20240000";"Doações financeiras a outros candidatos/partidos";"1";"Financeiro";"1";"Financeiro";"41051447";"27761231";"30/10/2020";"Doações financeiras a outros candidatos/partidos";"31000,00"
"01/10/2022";"23:15:16";"2020";"2";"Ordinária";"Final";"10/12/2020";"1388185089";"CE";"#NULO#";"#NULO#";"1";"Outros Recursos";"20210000";"Encargos financeiros, taxas bancárias e/ou op. cartão de crédito";"1";"Financeiro";"1";"Financeiro";"35843166";"23467187";"15/10/2020";"Encargos financeiros, taxas bancárias e/ou op. cartão de crédito";"4,80"
"01/10/2022";"23:15:16";"2020";"2";"Ordinária";"Final";"16/06/2021";"1220406194";"CE";"#NULO#";"110301";"2";"Fundo Especial de Financiamento de Campanha";"20240000";"Doações financeiras a outros candidatos/partidos";"1";"Financeiro";"1";"Financeiro";"40769519";"27516876";"03/11/2020";"Doações financeiras a outros candidatos/partidos";"5000,00"
"01/10/2022";"23:15:16";"2020";"2";"Ordinária";"Final";"08/10/2021";"1220406208";"CE";"#NULO#";"55989000015345";"2";"Fundo Especial de Financiamento de Campanha";"20240000";"Doações financeiras a outros candidatos/partidos";"1";"Financeiro";"1";"Financeiro";"41179722";"27867802";"19/10/2020";"Doações financeiras a outros candidatos/partidos";"500,00"
"01/10/2022";"23:15:16";"2020";"2";"Ordinária";"Final";"28/01/2022";"1220406550";"CE";"#NULO#";"#NULO#";"2";"Fundo Especial de Financiamento de Campanha";"20210000";"Encargos financeiros, taxas bancárias e/ou op. cartão de crédito";"1";"Financeiro";"1";"Financeiro";"41384962";"28017903";"11/11/2020";"Encargos financeiros, taxas bancárias e/ou op. cartão de crédito";"11,05"
"01/10/2022";"23:15:16";"2020";"2";"Ordinária";"Final";"17/09/2021";"1220409525";"CE";"#NULO#";"850011";"2";"Fundo Especial de Financiamento de Campanha";"20240000";"Doações financeiras a outros candidatos/partidos";"1";"Financeiro";"1";"Financeiro";"41100728";"27802603";"15/10/2020";"Doações financeiras a outros candidatos/partidos";"1000,00"
"01/10/2022";"23:15:16";"2020";"2";"Ordinária";"Final";"21/11/2020";"1531482548";"CE";"#NULO#";"612391000029797";"2";"Fundo Especial de Financiamento de Campanha";"20240000";"Doações financeiras a outros candidatos/partidos";"1";"Financeiro";"1";"Financeiro";"32715267";"21229015";"13/11/2020";"Doações financeiras a outros candidatos/partidos";"676,40"
"01/10/2022";"23:15:16";"2020";"2";"Ordinária";"Final";"28/01/2022";"1220406082";"CE";"#NULO#";"#NULO#";"0";"Fundo Partidário";"20210000";"Encargos financeiros, taxas bancárias e/ou op. cartão de crédito";"1";"Financeiro";"1";"Financeiro";"41384490";"28017824";"03/11/2020";"Encargos financeiros, taxas bancárias e/ou op. cartão de crédito";"1,20"
"01/10/2022";"23:15:16";"2020";"2";"Ordinária";"Final";"20/09/2021";"1220406442";"CE";"#NULO#";"553646000048468";"0";"Fundo Partidário";"20240000";"Doações financeiras a outros candidatos/partidos";"1";"Financeiro";"1";"Financeiro";"41110574";"27810194";"28/10/2020";"Doações financeiras a outros candidatos/partidos";"15000,00"
"01/10/2022";"23:15:16";"2020";"2";"Ordinária";"Final";"14/12/2020";"1400739705";"CE";"Fatura";"#NULO#";"1";"Outros Recursos";"20120000";"Serviços prestados por terceiros";"1";"Financeiro";"1";"Financeiro";"37194915";"24579368";"02/12/2020";"Serviços prestados por terceiros";"129,90"
"01/10/2022";"23:15:16";"2020";"2";"Ordinária";"Final";"08/10/2021";"1220406208";"CE";"#NULO#";"#NULO#";"2";"Fundo Especial de Financiamento de Campanha";"20210000";"Encargos financeiros, taxas bancárias e/ou op. cartão de crédito";"1";"Financeiro";"1";"Financeiro";"41179526";"27867676";"13/10/2020";"Encargos financeiros, taxas bancárias e/ou op. cartão de crédito";"52,25"
"01/10/2022";"23:15:16";"2020";"2";"Ordinária";"Final";"15/12/2020";"1220412166";"CE";"#NULO#";"#NULO#";"1";"Outros Recursos";"20210000";"Encargos financeiros, taxas bancárias e/ou op. cartão de crédito";"1";"Financeiro";"1";"Financeiro";"37845232";"25111172";"19/11/2020";"Encargos financeiros, taxas bancárias e/ou op. cartão de crédito";"1,20"
"01/10/2022";"23:15:16";"2020";"2";"Ordinária";"Final";"16/09/2021";"1220406124";"CE";"#NULO#";"#NULO#";"2";"Fundo Especial de Financiamento de Campanha";"20210000";"Encargos financeiros, taxas bancárias e/ou op. cartão de crédito";"1";"Financeiro";"1";"Financeiro";"41051657";"27760679";"08/10/2020";"Encargos financeiros, taxas bancárias e/ou op. cartão de crédito";"1,20"
"01/10/2022";"23:15:16";"2020";"2";"Ordinária";"Final";"20/05/2022";"1220410756";"CE";"#NULO#";"553253000044901";"2";"Fundo Especial de Financiamento de Campanha";"20240000";"Doações financeiras a outros candidatos/partidos";"1";"Financeiro";"1";"Financeiro";"41464292";"28085231";"09/11/2020";"Doações financeiras a outros candidatos/partidos";"10000,00"
"01/10/2022";"23:15:16";"2020";"2";"Ordinária";"Final";"26/04/2022";"1220413169";"CE";"#NULO#";"#NULO#";"2";"Fundo Especial de Financiamento de Campanha";"20210000";"Encargos financeiros, taxas bancárias e/ou op. cartão de crédito";"1";"Financeiro";"1";"Financeiro";"41449386";"28071783";"18/11/2020";"Encargos financeiros, taxas bancárias e/ou op. cartão de crédito";"4,80"
"01/10/2022";"23:15:16";"2020";"2";"Ordinária";"Final";"16/09/2021";"1220406124";"CE";"#NULO#";"#NULO#";"2";"Fundo Especial de Financiamento de Campanha";"20210000";"Encargos financeiros, taxas bancárias e/ou op. cartão de crédito";"1";"Financeiro";"1";"Financeiro";"41052144";"27760682";"08/10/2020";"Encargos financeiros, taxas bancárias e/ou op. cartão de crédito";"1,20"
"01/10/2022";"23:15:16";"2020";"2";"Ordinária";"Final";"09/12/2020";"1220424099";"CE";"#NULO#";"#NULO#";"1";"Outros Recursos";"20210000";"Encargos financeiros, taxas bancárias e/ou op. cartão de crédito";"1";"Financeiro";"1";"Financeiro";"35510759";"23192410";"19/11/2020";"Encargos financeiros, taxas bancárias e/ou op. cartão de crédito";"4,80"
"01/10/2022";"23:15:16";"2020";"2";"Ordinária";"Final";"07/01/2021";"1220421242";"CE";"#NULO#";"#NULO#";"1";"Outros Recursos";"20210000";"Encargos financeiros, taxas bancárias e/ou op. cartão de crédito";"1";"Financeiro";"1";"Financeiro";"39707654";"26611713";"19/11/2020";"Encargos financeiros, taxas bancárias e/ou op. cartão de crédito";"72,00"
"01/10/2022";"23:15:16";"2020";"2";"Ordinária";"Final";"08/12/2020";"1379280815";"CE";"#NULO#";"#NULO#";"1";"Outros Recursos";"20030000";"Impostos, contribuições e taxas";"1";"Financeiro";"1";"Financeiro";"35307489";"23031668";"23/09/2020";"Impostos, contribuições e taxas";"10,45"
"01/10/2022";"23:15:16";"2020";"2";"Ordinária";"Final";"16/09/2021";"1220406124";"CE";"#NULO#";"554555000020606";"2";"Fundo Especial de Financiamento de Campanha";"20240000";"Doações financeiras a outros candidatos/partidos";"1";"Financeiro";"1";"Financeiro";"41051956";"27761182";"13/10/2020";"Doações financeiras a outros candidatos/partidos";"10000,00"
"01/10/2022";"23:15:16";"2020";"2";"Ordinária";"Final";"19/10/2021";"1220406401";"CE";"#NULO#";"#NULO#";"2";"Fundo Especial de Financiamento de Campanha";"20210000";"Encargos financeiros, taxas bancárias e/ou op. cartão de crédito";"1";"Financeiro";"1";"Financeiro";"41206208";"27886682";"21/10/2020";"Encargos financeiros, taxas bancárias e/ou op. cartão de crédito";"10,00"
"01/10/2022";"23:15:16";"2020";"2";"Ordinária";"Final";"20/05/2022";"1220410756";"CE";"#NULO#";"552812000087717";"2";"Fundo Especial de Financiamento de Campanha";"20240000";"Doações financeiras a outros candidatos/partidos";"1";"Financeiro";"1";"Financeiro";"41464489";"28085188";"20/10/2020";"Doações financeiras a outros candidatos/partidos";"4000,00"
"01/10/2022";"23:15:16";"2020";"2";"Ordinária";"Final";"12/02/2021";"1220406152";"CE";"#NULO#";"850027";"2";"Fundo Especial de Financiamento de Campanha";"20240000";"Doações financeiras a outros candidatos/partidos";"1";"Financeiro";"1";"Financeiro";"40296811";"27104782";"12/11/2020";"Doações financeiras a outros candidatos/partidos";"10000,00"
"01/10/2022";"23:15:16";"2020";"2";"Ordinária";"Final";"16/09/2021";"1220406124";"CE";"#NULO#";"102804";"2";"Fundo Especial de Financiamento de Campanha";"20240000";"Doações financeiras a outros candidatos/partidos";"1";"Financeiro";"1";"Financeiro";"41051560";"27761063";"28/10/2020";"Doações financeiras a outros candidatos/partidos";"8000,00"
"01/10/2022";"23:15:16";"2020";"2";"Ordinária";"Final";"15/12/2020";"1220412166";"CE";"#NULO#";"551071000022455";"2";"Fundo Especial de Financiamento de Campanha";"20240000";"Doações financeiras a outros candidatos/partidos";"1";"Financeiro";"1";"Financeiro";"37845254";"25111197";"16/11/2020";"Doações financeiras a outros candidatos/partidos";"1360,00"
"01/10/2022";"23:15:16";"2020";"2";"Ordinária";"Final";"07/05/2021";"1220406494";"CE";"#NULO#";"#NULO#";"2";"Fundo Especial de Financiamento de Campanha";"20210000";"Encargos financeiros, taxas bancárias e/ou op. cartão de crédito";"1";"Financeiro";"1";"Financeiro";"40630475";"27399474";"28/10/2020";"Encargos financeiros, taxas bancárias e/ou op. cartão de crédito";"1,20"
"01/10/2022";"23:15:16";"2020";"2";"Ordinária";"Final";"16/12/2020";"1220421824";"CE";"#NULO#";"2";"1";"Outros Recursos";"20240000";"Doações financeiras a outros candidatos/partidos";"1";"Financeiro";"1";"Financeiro";"39532220";"26458289";"10/12/2020";"Doações financeiras a outros candidatos/partidos";"0,35"
"01/10/2022";"23:15:16";"2020";"2";"Ordinária";"Final";"16/09/2021";"1220406124";"CE";"#NULO#";"100501";"2";"Fundo Especial de Financiamento de Campanha";"20240000";"Doações financeiras a outros candidatos/partidos";"1";"Financeiro";"1";"Financeiro";"41051327";"27761243";"05/10/2020";"Doações financeiras a outros candidatos/partidos";"24704,66"
"01/10/2022";"23:15:16";"2020";"2";"Ordinária";"Final";"15/12/2020";"1220413985";"CE";"#NULO#";"#NULO#";"0";"Fundo Partidário";"20210000";"Encargos financeiros, taxas bancárias e/ou op. cartão de crédito";"1";"Financeiro";"1";"Financeiro";"39100655";"26120066";"10/11/2020";"Encargos financeiros, taxas bancárias e/ou op. cartão de crédito";"11,00"
"01/10/2022";"23:15:16";"2020";"2";"Ordinária";"Final";"15/12/2020";"1220412166";"CE";"#NULO#";"551071000022376";"2";"Fundo Especial de Financiamento de Campanha";"20240000";"Doações financeiras a outros candidatos/partidos";"1";"Financeiro";"1";"Financeiro";"37845252";"25111190";"16/11/2020";"Doações financeiras a outros candidatos/partidos";"1320,00"
"01/10/2022";"23:15:16";"2020";"2";"Ordinária";"Final";"19/10/2021";"1220406401";"CE";"#NULO#";"#NULO#";"2";"Fundo Especial de Financiamento de Campanha";"20210000";"Encargos financeiros, taxas bancárias e/ou op. cartão de crédito";"1";"Financeiro";"1";"Financeiro";"41206260";"27887061";"28/10/2020";"Encargos financeiros, taxas bancárias e/ou op. cartão de crédito";"10,00"
"01/10/2022";"23:15:16";"2020";"2";"Ordinária";"Final";"20/09/2021";"1220406110";"CE";"Nota Fiscal";"141020";"0";"Fundo Partidário";"20140000";"Publicidade por materiais impressos";"1";"Financeiro";"1";"Financeiro";"41108543";"27809147";"16/11/2020";"Publicidade por materiais impressos";"150,00"
"01/10/2022";"23:15:16";"2020";"2";"Ordinária";"Final";"20/09/2021";"1220406110";"CE";"Nota Fiscal";"141020";"0";"Fundo Partidário";"20140000";"Publicidade por materiais impressos";"1";"Financeiro";"1";"Financeiro";"41108810";"27809220";"16/11/2020";"Publicidade por materiais impressos";"325,00"
"01/10/2022";"23:15:16";"2020";"2";"Ordinária";"Final";"20/09/2021";"1220406110";"CE";"Nota Fiscal";"900569";"0";"Fundo Partidário";"20140000";"Publicidade por materiais impressos";"1";"Financeiro";"1";"Financeiro";"41108982";"27808922";"28/10/2020";"Publicidade por materiais impressos";"150,00"
"01/10/2022";"23:15:16";"2020";"2";"Ordinária";"Final";"20/09/2021";"1220406110";"CE";"Nota Fiscal";"171502";"2";"Fundo Especial de Financiamento de Campanha";"20140000";"Publicidade por materiais impressos";"1";"Financeiro";"1";"Financeiro";"41109054";"27809400";"09/12/2020";"Publicidade por materiais impressos";"150,00"
"01/10/2022";"23:15:16";"2020";"2";"Ordinária";"Final";"20/09/2021";"1220406110";"CE";"Nota Fiscal";"900566";"0";"Fundo Partidário";"20140000";"Publicidade por materiais impressos";"1";"Financeiro";"1";"Financeiro";"41109219";"27808798";"19/10/2020";"Publicidade por materiais impressos";"325,00"
"01/10/2022";"23:15:16";"2020";"2";"Ordinária";"Final";"20/09/2021";"1220406110";"CE";"Nota Fiscal";"900569";"0";"Fundo Partidário";"20140000";"Publicidade por materiais impressos";"1";"Financeiro";"1";"Financeiro";"41109240";"27808983";"28/10/2020";"Publicidade por materiais impressos";"110,00"
"01/10/2022";"23:15:16";"2020";"2";"Ordinária";"Final";"07/01/2022";"1293044237";"CE";"Outro";"#NULO#";"1";"Outros Recursos";"20270000";"Diversas a especificar";"1";"Financeiro";"1";"Financeiro";"41361395";"27999363";"24/11/2020";"Diversas a especificar";"10,45"
"01/10/2022";"23:15:16";"2020";"2";"Ordinária";"Final";"26/04/2022";"1220413169";"CE";"Outro";"850079";"2";"Fundo Especial de Financiamento de Campanha";"20120000";"Serviços prestados por terceiros";"1";"Financeiro";"1";"Financeiro";"41449364";"28071966";"15/11/2020";"Serviços prestados por terceiros";"70,00"
"01/10/2022";"23:15:16";"2020";"2";"Ordinária";"Final";"26/04/2022";"1220413169";"CE";"Outro";"850098";"2";"Fundo Especial de Financiamento de Campanha";"20120000";"Serviços prestados por terceiros";"1";"Financeiro";"1";"Financeiro";"41449554";"28071982";"15/11/2020";"Serviços prestados por terceiros";"70,00"
"01/10/2022";"23:15:16";"2020";"2";"Ordinária";"Final";"26/04/2022";"1220413169";"CE";"Outro";"850155";"2";"Fundo Especial de Financiamento de Campanha";"20120000";"Serviços prestados por terceiros";"1";"Financeiro";"1";"Financeiro";"41449377";"28072027";"15/11/2020";"Serviços prestados por terceiros";"70,00"
"01/10/2022";"23:15:16";"2020";"2";"Ordinária";"Final";"26/04/2022";"1220413169";"CE";"Outro";"850156";"2";"Fundo Especial de Financiamento de Campanha";"20120000";"Serviços prestados por terceiros";"1";"Financeiro";"1";"Financeiro";"41449557";"28072028";"15/11/2020";"Serviços prestados por terceiros";"70,00"
"01/10/2022";"23:15:16";"2020";"2";"Ordinária";"Final";"19/10/2021";"1220406401";"CE";"#NULO#";"#NULO#";"2";"Fundo Especial de Financiamento de Campanha";"20210000";"Encargos financeiros, taxas bancárias e/ou op. cartão de crédito";"1";"Financeiro";"1";"Financeiro";"41207006";"27886898";"26/10/2020";"Encargos financeiros, taxas bancárias e/ou op. cartão de crédito";"10,00"
"01/10/2022";"23:15:16";"2020";"2";"Ordinária";"Final";"13/08/2021";"1424660046";"CE";"#NULO#";"#NULO#";"2";"Fundo Especial de Financiamento de Campanha";"20210000";"Encargos financeiros, taxas bancárias e/ou op. cartão de crédito";"1";"Financeiro";"1";"Financeiro";"40933695";"27655555";"29/10/2020";"Encargos financeiros, taxas bancárias e/ou op. cartão de crédito";"1,20"
"01/10/2022";"23:15:16";"2020";"2";"Ordinária";"Final";"08/10/2021";"1220406208";"CE";"#NULO#";"#NULO#";"0";"Fundo Partidário";"20210000";"Encargos financeiros, taxas bancárias e/ou op. cartão de crédito";"1";"Financeiro";"1";"Financeiro";"41179587";"27867853";"06/11/2020";"Encargos financeiros, taxas bancárias e/ou op. cartão de crédito";"20,90"
"01/10/2022";"23:15:16";"2020";"2";"Ordinária";"Final";"19/10/2021";"1220406401";"CE";"#NULO#";"#NULO#";"2";"Fundo Especial de Financiamento de Campanha";"20210000";"Encargos financeiros, taxas bancárias e/ou op. cartão de crédito";"1";"Financeiro";"1";"Financeiro";"41207005";"27886895";"26/10/2020";"Encargos financeiros, taxas bancárias e/ou op. cartão de crédito";"10,00"
"01/10/2022";"23:15:16";"2020";"2";"Ordinária";"Final";"14/12/2020";"1220409886";"CE";"#NULO#";"#NULO#";"1";"Outros Recursos";"20210000";"Encargos financeiros, taxas bancárias e/ou op. cartão de crédito";"1";"Financeiro";"1";"Financeiro";"37074056";"24483990";"09/12/2020";"Encargos financeiros, taxas bancárias e/ou op. cartão de crédito";"1,20"
"01/10/2022";"23:15:16";"2020";"2";"Ordinária";"Final";"10/03/2021";"1478815265";"CE";"#NULO#";"#NULO#";"2";"Fundo Especial de Financiamento de Campanha";"20210000";"Encargos financeiros, taxas bancárias e/ou op. cartão de crédito";"1";"Financeiro";"1";"Financeiro";"40465786";"27257931";"10/11/2020";"Encargos financeiros, taxas bancárias e/ou op. cartão de crédito";"4,80"
"01/10/2022";"23:15:16";"2020";"2";"Ordinária";"Final";"20/05/2022";"1220410756";"CE";"#NULO#";"#NULO#";"2";"Fundo Especial de Financiamento de Campanha";"20210000";"Encargos financeiros, taxas bancárias e/ou op. cartão de crédito";"1";"Financeiro";"1";"Financeiro";"41464225";"28085126";"10/11/2020";"Encargos financeiros, taxas bancárias e/ou op. cartão de crédito";"1,20"
"01/10/2022";"23:15:16";"2020";"2";"Ordinária";"Final";"20/05/2022";"1220410756";"CE";"#NULO#";"#NULO#";"2";"Fundo Especial de Financiamento de Campanha";"20210000";"Encargos financeiros, taxas bancárias e/ou op. cartão de crédito";"1";"Financeiro";"1";"Financeiro";"41464225";"28085127";"10/11/2020";"Encargos financeiros, taxas bancárias e/ou op. cartão de crédito";"1,20"
"01/10/2022";"23:15:16";"2020";"2";"Ordinária";"Final";"20/05/2022";"1220410756";"CE";"#NULO#";"#NULO#";"2";"Fundo Especial de Financiamento de Campanha";"20210000";"Encargos financeiros, taxas bancárias e/ou op. cartão de crédito";"1";"Financeiro";"1";"Financeiro";"41464225";"28085128";"10/11/2020";"Encargos financeiros, taxas bancárias e/ou op. cartão de crédito";"1,20"
"01/10/2022";"23:15:16";"2020";"2";"Ordinária";"Final";"20/05/2022";"1220410756";"CE";"#NULO#";"#NULO#";"2";"Fundo Especial de Financiamento de Campanha";"20210000";"Encargos financeiros, taxas bancárias e/ou op. cartão de crédito";"1";"Financeiro";"1";"Financeiro";"41464225";"28085129";"10/11/2020";"Encargos financeiros, taxas bancárias e/ou op. cartão de crédito";"1,20"
"01/10/2022";"23:15:16";"2020";"2";"Ordinária";"Final";"20/05/2022";"1220410756";"CE";"#NULO#";"#NULO#";"2";"Fundo Especial de Financiamento de Campanha";"20210000";"Encargos financeiros, taxas bancárias e/ou op. cartão de crédito";"1";"Financeiro";"1";"Financeiro";"41464225";"28085130";"10/11/2020";"Encargos financeiros, taxas bancárias e/ou op. cartão de crédito";"1,20"
"01/10/2022";"23:15:16";"2020";"2";"Ordinária";"Final";"20/05/2022";"1220410756";"CE";"#NULO#";"#NULO#";"2";"Fundo Especial de Financiamento de Campanha";"20210000";"Encargos financeiros, taxas bancárias e/ou op. cartão de crédito";"1";"Financeiro";"1";"Financeiro";"41464225";"28085131";"10/11/2020";"Encargos financeiros, taxas bancárias e/ou op. cartão de crédito";"1,20"
"01/10/2022";"23:15:16";"2020";"2";"Ordinária";"Final";"20/05/2022";"1220410756";"CE";"#NULO#";"#NULO#";"2";"Fundo Especial de Financiamento de Campanha";"20210000";"Encargos financeiros, taxas bancárias e/ou op. cartão de crédito";"1";"Financeiro";"1";"Financeiro";"41464225";"28085132";"10/11/2020";"Encargos financeiros, taxas bancárias e/ou op. cartão de crédito";"1,20"
"01/10/2022";"23:15:16";"2020";"2";"Ordinária";"Final";"20/05/2022";"1220410756";"CE";"#NULO#";"#NULO#";"2";"Fundo Especial de Financiamento de Campanha";"20210000";"Encargos financeiros, taxas bancárias e/ou op. cartão de crédito";"1";"Financeiro";"1";"Financeiro";"41464225";"28085133";"10/11/2020";"Encargos financeiros, taxas bancárias e/ou op. cartão de crédito";"1,20"
"01/10/2022";"23:15:16";"2020";"2";"Ordinária";"Final";"20/05/2022";"1220410756";"CE";"#NULO#";"#NULO#";"2";"Fundo Especial de Financiamento de Campanha";"20210000";"Encargos financeiros, taxas bancárias e/ou op. cartão de crédito";"1";"Financeiro";"1";"Financeiro";"41464225";"28085134";"10/11/2020";"Encargos financeiros, taxas bancárias e/ou op. cartão de crédito";"1,20"
"01/10/2022";"23:15:16";"2020";"2";"Ordinária";"Final";"20/05/2022";"1220410756";"CE";"#NULO#";"#NULO#";"2";"Fundo Especial de Financiamento de Campanha";"20210000";"Encargos financeiros, taxas bancárias e/ou op. cartão de crédito";"1";"Financeiro";"1";"Financeiro";"41464225";"28085135";"10/11/2020";"Encargos financeiros, taxas bancárias e/ou op. cartão de crédito";"1,20"
"01/10/2022";"23:15:16";"2020";"2";"Ordinária";"Final";"20/05/2022";"1220410756";"CE";"#NULO#";"#NULO#";"2";"Fundo Especial de Financiamento de Campanha";"20210000";"Encargos financeiros, taxas bancárias e/ou op. cartão de crédito";"1";"Financeiro";"1";"Financeiro";"41464225";"28085136";"10/11/2020";"Encargos financeiros, taxas bancárias e/ou op. cartão de crédito";"1,20"
"01/10/2022";"23:15:16";"2020";"2";"Ordinária";"Final";"20/05/2022";"1220410756";"CE";"#NULO#";"#NULO#";"2";"Fundo Especial de Financiamento de Campanha";"20210000";"Encargos financeiros, taxas bancárias e/ou op. cartão de crédito";"1";"Financeiro";"1";"Financeiro";"41464225";"28085137";"10/11/2020";"Encargos financeiros, taxas bancárias e/ou op. cartão de crédito";"1,20"
"01/10/2022";"23:15:16";"2020";"2";"Ordinária";"Final";"20/05/2022";"1220410756";"CE";"#NULO#";"#NULO#";"2";"Fundo Especial de Financiamento de Campanha";"20210000";"Encargos financeiros, taxas bancárias e/ou op. cartão de crédito";"1";"Financeiro";"1";"Financeiro";"41464225";"28085138";"10/11/2020";"Encargos financeiros, taxas bancárias e/ou op. cartão de crédito";"1,20"
"01/10/2022";"23:15:16";"2020";"2";"Ordinária";"Final";"20/05/2022";"1220410756";"CE";"#NULO#";"#NULO#";"2";"Fundo Especial de Financiamento de Campanha";"20210000";"Encargos financeiros, taxas bancárias e/ou op. cartão de crédito";"1";"Financeiro";"1";"Financeiro";"41464225";"28085139";"10/11/2020";"Encargos financeiros, taxas bancárias e/ou op. cartão de crédito";"1,20"
"01/10/2022";"23:15:16";"2020";"2";"Ordinária";"Final";"20/05/2022";"1220410756";"CE";"#NULO#";"#NULO#";"2";"Fundo Especial de Financiamento de Campanha";"20210000";"Encargos financeiros, taxas bancárias e/ou op. cartão de crédito";"1";"Financeiro";"1";"Financeiro";"41464225";"28085140";"10/11/2020";"Encargos financeiros, taxas bancárias e/ou op. cartão de crédito";"1,20"
"01/10/2022";"23:15:16";"2020";"2";"Ordinária";"Final";"28/01/2022";"1220406082";"CE";"#NULO#";"552812000087435";"2";"Fundo Especial de Financiamento de Campanha";"20240000";"Doações financeiras a outros candidatos/partidos";"1";"Financeiro";"1";"Financeiro";"41384720";"28017749";"19/10/2020";"Doações financeiras a outros candidatos/partidos";"90000,00"
"01/10/2022";"23:15:16";"2020";"2";"Ordinária";"Regularização da Omissão";"24/11/2021";"1268774062";"CE";"#NULO#";"#NULO#";"2";"Fundo Especial de Financiamento de Campanha";"20210000";"Encargos financeiros, taxas bancárias e/ou op. cartão de crédito";"1";"Financeiro";"1";"Financeiro";"41293761";"27951063";"19/11/2020";"Encargos financeiros, taxas bancárias e/ou op. cartão de crédito";"10,45"
"01/10/2022";"23:15:16";"2020";"2";"Ordinária";"Final";"10/11/2021";"1220406456";"CE";"#NULO#";"#NULO#";"2";"Fundo Especial de Financiamento de Campanha";"20210000";"Encargos financeiros, taxas bancárias e/ou op. cartão de crédito";"1";"Financeiro";"1";"Financeiro";"41261317";"27926997";"14/10/2020";"Encargos financeiros, taxas bancárias e/ou op. cartão de crédito";"4,80"
